False Positive Rate,True Positive Rate,y_test,y_prob
0.236730361,0.423365488,1,0.466115254
0.237791932,0.423365488,1,0.547548859
0.237791932,0.424437299,1,0.590177969
0.240976645,0.424437299,1,0.33794145
0.240976645,0.42550911,1,0.33136654
0.243099788,0.42550911,1,0.427843902
0.243099788,0.426580922,0,0.443413531
0.24522293,0.426580922,1,0.442404322
0.24522293,0.427652733,0,0.406925389
0.246284501,0.427652733,1,0.698009942
0.246284501,0.428724544,0,0.402640478
0.247346072,0.428724544,0,0.564145655
0.247346072,0.431939979,0,0.340199378
0.249469214,0.431939979,1,0.631384569
0.249469214,0.434083601,0,0.645393504
0.250530786,0.434083601,0,0.53607179
0.250530786,0.436227224,1,0.515744131
0.251592357,0.436227224,1,0.517654529
0.251592357,0.437299035,0,0.567677593
0.257961783,0.437299035,1,0.622539549
0.257961783,0.438370847,0,0.427108728
0.259023355,0.438370847,0,0.360996593
0.259023355,0.440514469,1,0.392903917
0.261146497,0.440514469,1,0.688854463
0.261146497,0.441586281,1,0.614422068
0.269639066,0.441586281,1,0.616530725
0.269639066,0.444801715,1,0.663850852
0.270700637,0.444801715,0,0.601731793
0.270700637,0.446945338,0,0.417677722
0.271762208,0.446945338,0,0.397456088
0.271762208,0.448017149,0,0.553668688
0.272823779,0.448017149,0,0.473048742
0.272823779,0.450160772,0,0.514935876
0.281316348,0.450160772,1,0.447302366
0.281316348,0.451232583,1,0.500645845
0.284501062,0.451232583,0,0.206974292
0.284501062,0.452304394,1,0.568046895
0.285562633,0.452304394,0,0.32384835
0.285562633,0.454448017,0,0.550362109
0.287685775,0.454448017,1,0.630732487
0.287685775,0.455519829,1,0.476362375
0.294055202,0.455519829,1,0.527540666
0.294055202,0.45659164,0,0.547029916
0.295116773,0.45659164,0,0.570641403
0.295116773,0.457663451,0,0.398641793
0.296178344,0.457663451,1,0.418138019
0.296178344,0.458735263,1,0.450536938
0.300424628,0.458735263,1,0.668148108
0.300424628,0.459807074,0,0.27807284
0.3014862,0.459807074,0,0.59233563
0.3014862,0.465166131,1,0.652327954
0.303609342,0.465166131,0,0.442828131
0.303609342,0.467309753,0,0.530233599
0.308917197,0.467309753,1,0.355711282
0.308917197,0.473740622,1,0.592487443
0.309978769,0.473740622,1,0.446074754
0.309978769,0.479099678,0,0.434104807
0.31104034,0.479099678,1,0.614364999
0.31104034,0.481243301,0,0.320521026
0.317409766,0.481243301,1,0.68043848
0.317409766,0.482315113,0,0.460604347
0.32059448,0.482315113,1,0.626741566
0.32059448,0.483386924,0,0.478705157
0.322717622,0.483386924,1,0.631986777
0.322717622,0.485530547,0,0.48026764
0.326963907,0.485530547,0,0.531333417
0.326963907,0.486602358,1,0.421016023
0.328025478,0.486602358,1,0.471949502
0.328025478,0.487674169,1,0.653455544
0.329087049,0.487674169,1,0.635315707
0.329087049,0.488745981,0,0.505947159
0.331210191,0.488745981,1,0.692639314
0.331210191,0.494105038,0,0.623464869
0.333333333,0.494105038,0,0.477066117
0.333333333,0.495176849,1,0.615437673
0.336518047,0.495176849,0,0.583200133
0.336518047,0.497320472,1,0.649895756
0.337579618,0.497320472,1,0.542067586
0.337579618,0.499464094,0,0.341957515
0.340764331,0.499464094,1,0.601675083
0.340764331,0.500535906,1,0.633168844
0.341825902,0.500535906,1,0.425581092
0.341825902,0.502679528,0,0.428637998
0.342887473,0.502679528,0,0.50236534
0.342887473,0.505894962,1,0.433470634
0.345010616,0.505894962,0,0.339120901
0.345010616,0.506966774,1,0.588764111
0.346072187,0.506966774,1,0.555415116
0.346072187,0.510182208,1,0.387639433
0.350318471,0.510182208,1,0.518512341
0.350318471,0.512325831,1,0.576941172
0.352441614,0.512325831,1,0.534430686
0.352441614,0.515541265,0,0.442513899
0.353503185,0.515541265,0,0.420904821
0.353503185,0.516613076,0,0.501966286
0.356687898,0.516613076,1,0.460780397
0.356687898,0.517684887,1,0.546437934
0.357749469,0.517684887,1,0.480814832
0.357749469,0.518756699,0,0.530824958
0.35881104,0.518756699,1,0.620811904
0.35881104,0.524115756,0,0.459222103
0.360934183,0.524115756,1,0.384263364
0.360934183,0.525187567,1,0.481517099
0.363057325,0.525187567,0,0.47260594
0.363057325,0.526259378,1,0.687024376
0.366242038,0.526259378,0,0.530828512
0.366242038,0.52733119,0,0.433364325
0.367303609,0.52733119,0,0.224193292
0.367303609,0.529474812,0,0.493155596
0.36836518,0.529474812,1,0.425247041
0.36836518,0.530546624,0,0.321278234
0.370488323,0.530546624,0,0.715091768
0.370488323,0.531618435,1,0.554337636
0.371549894,0.531618435,0,0.28485135
0.371549894,0.533762058,0,0.490025455
0.374734607,0.533762058,1,0.31472194
0.374734607,0.535905681,1,0.413403633
0.375796178,0.535905681,1,0.381811896
0.375796178,0.538049303,1,0.64859685
0.378980892,0.538049303,1,0.660769689
0.378980892,0.540192926,0,0.644576836
0.380042463,0.540192926,0,0.445420776
0.380042463,0.541264737,0,0.233136103
0.381104034,0.541264737,0,0.235535716
0.381104034,0.54340836,0,0.601388563
0.383227176,0.54340836,0,0.416366414
0.383227176,0.544480171,0,0.604340107
0.38641189,0.544480171,0,0.345112996
0.38641189,0.545551983,0,0.524425653
0.392781316,0.545551983,1,0.418647623
0.392781316,0.547695606,1,0.380325516
0.394904459,0.547695606,1,0.652161568
0.394904459,0.548767417,1,0.461878813
0.39596603,0.548767417,1,0.589943699
0.39596603,0.551982851,1,0.620006485
0.397027601,0.551982851,1,0.47191544
0.397027601,0.556270096,1,0.46652219
0.398089172,0.556270096,0,0.527107317
0.398089172,0.557341908,0,0.569487788
0.400212314,0.557341908,0,0.253661802
0.400212314,0.558413719,0,0.313709011
0.401273885,0.558413719,1,0.448144191
0.401273885,0.564844587,1,0.618697045
0.403397028,0.564844587,0,0.446578306
0.403397028,0.565916399,0,0.603597149
0.404458599,0.565916399,1,0.240380613
0.404458599,0.56698821,0,0.392220334
0.40552017,0.56698821,0,0.301654803
0.40552017,0.568060021,1,0.643940124
0.408704883,0.568060021,1,0.510867601
0.408704883,0.569131833,1,0.29977052
0.411889597,0.569131833,0,0.563670548
0.411889597,0.570203644,0,0.522033728
0.412951168,0.570203644,1,0.51412001
0.412951168,0.571275456,1,0.617916655
0.414012739,0.571275456,1,0.48176477
0.414012739,0.572347267,1,0.463935472
0.41507431,0.572347267,0,0.567828442
0.41507431,0.57449089,0,0.31891213
0.417197452,0.57449089,1,0.418687674
0.417197452,0.575562701,1,0.433500851
0.419320594,0.575562701,0,0.410425903
0.419320594,0.576634512,1,0.534311155
0.425690021,0.576634512,0,0.331405813
0.425690021,0.577706324,0,0.521309268
0.426751592,0.577706324,0,0.684419267
0.426751592,0.579849946,1,0.367757156
0.432059448,0.579849946,1,0.525026712
0.432059448,0.58306538,0,0.510993702
0.433121019,0.58306538,0,0.441352624
0.433121019,0.585209003,0,0.476913469
0.435244161,0.585209003,0,0.306665563
0.435244161,0.586280815,1,0.587088024
0.436305732,0.586280815,0,0.434360717
0.436305732,0.587352626,0,0.402559895
0.438428875,0.587352626,0,0.521028231
0.438428875,0.588424437,1,0.655247106
0.441613588,0.588424437,1,0.383091076
0.441613588,0.589496249,0,0.512982748
0.442675159,0.589496249,0,0.585749214
0.442675159,0.592711683,1,0.440481753
0.444798301,0.592711683,1,0.468373956
0.444798301,0.593783494,0,0.454777133
0.446921444,0.593783494,0,0.581706723
0.446921444,0.595927117,1,0.417573732
0.447983015,0.595927117,1,0.587334714
0.447983015,0.596998928,1,0.496872645
0.452229299,0.596998928,0,0.493840166
0.452229299,0.599142551,1,0.404159701
0.454352442,0.599142551,1,0.592862264
0.454352442,0.603429796,1,0.44046696
0.456475584,0.603429796,1,0.422508596
0.456475584,0.605573419,1,0.651694892
0.458598726,0.605573419,1,0.733743761
0.458598726,0.60664523,1,0.510998165
0.460721868,0.60664523,0,0.414620852
0.460721868,0.607717042,0,0.525034296
0.461783439,0.607717042,0,0.550191607
0.461783439,0.609860665,0,0.489972146
0.462845011,0.609860665,1,0.348375579
0.462845011,0.610932476,1,0.448749771
0.47133758,0.610932476,1,0.514103673
0.47133758,0.612004287,1,0.667155126
0.473460722,0.612004287,0,0.345399268
0.473460722,0.616291533,0,0.467870408
0.474522293,0.616291533,1,0.587930181
0.474522293,0.617363344,1,0.537386381
0.475583864,0.617363344,0,0.520976929
0.475583864,0.618435155,0,0.493910337
0.476645435,0.618435155,1,0.702081425
0.476645435,0.620578778,0,0.539944637
0.478768577,0.620578778,1,0.583198523
0.478768577,0.621650589,1,0.475993337
0.479830149,0.621650589,1,0.6799107
0.479830149,0.622722401,1,0.543132478
0.48089172,0.622722401,1,0.532540866
0.48089172,0.627009646,0,0.392993323
0.486199575,0.627009646,0,0.636655365
0.486199575,0.628081458,1,0.661629393
0.488322718,0.628081458,0,0.273507441
0.488322718,0.629153269,0,0.398814081
0.49044586,0.629153269,0,0.360485286
0.49044586,0.63022508,1,0.564691998
0.491507431,0.63022508,1,0.701103303
0.491507431,0.631296892,1,0.34581709
0.493630573,0.631296892,1,0.528957712
0.493630573,0.632368703,1,0.655541177
0.494692144,0.632368703,0,0.347403458
0.494692144,0.633440514,1,0.758523354
0.497876858,0.633440514,1,0.406717467
0.497876858,0.634512326,0,0.350236171
0.498938429,0.634512326,1,0.644791236
0.498938429,0.635584137,1,0.444358892
0.501061571,0.635584137,0,0.685170231
0.501061571,0.636655949,0,0.509170983
0.502123142,0.636655949,0,0.42043487
0.502123142,0.63772776,1,0.552906001
0.504246285,0.63772776,0,0.452130265
0.504246285,0.638799571,1,0.458335725
0.505307856,0.638799571,1,0.544928365
0.505307856,0.644158628,0,0.544704786
0.506369427,0.644158628,0,0.42271487
0.506369427,0.646302251,0,0.533368893
0.508492569,0.646302251,0,0.195479927
0.508492569,0.648445874,1,0.422817988
0.512738854,0.648445874,1,0.542534756
0.512738854,0.649517685,0,0.599094538
0.514861996,0.649517685,1,0.659733487
0.514861996,0.650589496,1,0.633584965
0.518046709,0.650589496,0,0.552427361
0.518046709,0.65380493,1,0.535533645
0.523354565,0.65380493,1,0.310213244
0.523354565,0.655948553,0,0.240597848
0.524416136,0.655948553,1,0.52489154
0.524416136,0.657020364,0,0.555214554
0.526539278,0.657020364,0,0.589351731
0.526539278,0.658092176,0,0.631221169
0.527600849,0.658092176,0,0.519621144
0.527600849,0.662379421,0,0.411627432
0.530785563,0.662379421,1,0.629683775
0.530785563,0.663451233,1,0.678163095
0.531847134,0.663451233,1,0.353217935
0.531847134,0.664523044,1,0.53067228
0.532908705,0.664523044,0,0.608250704
0.532908705,0.666666667,0,0.549079781
0.533970276,0.666666667,0,0.53053653
0.533970276,0.667738478,1,0.326320691
0.536093418,0.667738478,0,0.290276944
0.536093418,0.670953912,0,0.545188751
0.539278132,0.670953912,0,0.31753933
0.539278132,0.672025723,1,0.426348716
0.542462845,0.672025723,0,0.5427851
0.542462845,0.673097535,0,0.584269897
0.545647558,0.673097535,1,0.590922029
0.545647558,0.676312969,1,0.62529456
0.553078556,0.676312969,1,0.496103037
0.553078556,0.683815648,0,0.484540534
0.554140127,0.683815648,0,0.377595377
0.554140127,0.68488746,1,0.427916067
0.558386412,0.68488746,0,0.49137868
0.558386412,0.687031083,0,0.310242693
0.559447983,0.687031083,0,0.486155957
0.559447983,0.691318328,0,0.47855089
0.563694268,0.691318328,0,0.539181849
0.563694268,0.693461951,1,0.497481877
0.564755839,0.693461951,0,0.431829108
0.564755839,0.694533762,0,0.477345502
0.569002123,0.694533762,0,0.577951331
0.569002123,0.695605573,0,0.642866253
0.570063694,0.695605573,0,0.311375647
0.570063694,0.697749196,1,0.591993221
0.571125265,0.697749196,1,0.649178406
0.571125265,0.699892819,0,0.434690887
0.572186837,0.699892819,0,0.631193665
0.572186837,0.704180064,0,0.38163204
0.576433121,0.704180064,1,0.699132696
0.576433121,0.706323687,0,0.568244169
0.577494692,0.706323687,1,0.47441597
0.577494692,0.707395498,1,0.529733686
0.578556263,0.707395498,1,0.512518661
0.578556263,0.70846731,0,0.33606429
0.583864119,0.70846731,1,0.422688138
0.583864119,0.711682744,0,0.598448847
0.58492569,0.711682744,1,0.322462552
0.58492569,0.713826367,1,0.559885506
0.585987261,0.713826367,1,0.54603704
0.585987261,0.714898178,0,0.694941981
0.588110403,0.714898178,1,0.645258138
0.588110403,0.715969989,0,0.621286366
0.589171975,0.715969989,0,0.467688005
0.589171975,0.717041801,1,0.606153897
0.590233546,0.717041801,0,0.428241224
0.590233546,0.718113612,1,0.437852728
0.591295117,0.718113612,1,0.464279794
0.591295117,0.719185423,0,0.286966018
0.592356688,0.719185423,0,0.413595314
0.592356688,0.72454448,1,0.571556108
0.593418259,0.72454448,0,0.508053528
0.593418259,0.725616292,0,0.37489595
0.59447983,0.725616292,0,0.411207371
0.59447983,0.730975348,1,0.382410646
0.597664544,0.730975348,1,0.540521517
0.597664544,0.73204716,0,0.388988965
0.598726115,0.73204716,1,0.377463122
0.598726115,0.733118971,0,0.388663663
0.599787686,0.733118971,0,0.553467424
0.599787686,0.735262594,1,0.565929045
0.600849257,0.735262594,0,0.278961505
0.600849257,0.737406217,0,0.58869648
0.602972399,0.737406217,1,0.589313208
0.602972399,0.738478028,1,0.531218388
0.605095541,0.738478028,1,0.580984694
0.605095541,0.739549839,0,0.395793468
0.609341826,0.739549839,0,0.536564882
0.609341826,0.741693462,0,0.40664121
0.611464968,0.741693462,1,0.628784939
0.611464968,0.742765273,1,0.540428182
0.61358811,0.742765273,1,0.412295263
0.61358811,0.750267953,1,0.559265874
0.614649682,0.750267953,1,0.392152565
0.614649682,0.751339764,1,0.580957676
0.615711253,0.751339764,0,0.297978471
0.615711253,0.752411576,0,0.589355856
0.619957537,0.752411576,0,0.603777501
0.619957537,0.754555198,1,0.577687158
0.625265393,0.754555198,1,0.485179921
0.625265393,0.75562701,0,0.497968827
0.628450106,0.75562701,0,0.511648089
0.628450106,0.757770632,1,0.617376571
0.630573248,0.757770632,1,0.531200886
0.630573248,0.759914255,1,0.420079183
0.634819533,0.759914255,1,0.66106679
0.634819533,0.760986066,1,0.614563753
0.640127389,0.760986066,0,0.47899901
0.640127389,0.762057878,0,0.573648796
0.643312102,0.762057878,1,0.445225825
0.643312102,0.766345123,1,0.639994076
0.646496815,0.766345123,0,0.664504365
0.646496815,0.767416935,1,0.377429696
0.648619958,0.767416935,1,0.432257329
0.648619958,0.768488746,0,0.460853227
0.6507431,0.768488746,0,0.499342832
0.6507431,0.769560557,1,0.533672814
0.656050955,0.769560557,0,0.654103941
0.656050955,0.77170418,1,0.530685803
0.657112527,0.77170418,1,0.664958773
0.657112527,0.774919614,1,0.604329042
0.658174098,0.774919614,0,0.243754592
0.658174098,0.778135048,0,0.57341157
0.661358811,0.778135048,0,0.415009387
0.661358811,0.77920686,1,0.739989964
0.662420382,0.77920686,1,0.634071607
0.662420382,0.780278671,0,0.462760925
0.665605096,0.780278671,0,0.616865913
0.665605096,0.781350482,0,0.408344124
0.666666667,0.781350482,1,0.624523741
0.666666667,0.782422294,0,0.585586301
0.667728238,0.782422294,1,0.629598027
0.667728238,0.783494105,1,0.490395968
0.668789809,0.783494105,0,0.607519586
0.668789809,0.785637728,0,0.344559727
0.670912951,0.785637728,0,0.344532615
0.670912951,0.786709539,1,0.344440983
0.671974522,0.786709539,0,0.427943678
0.671974522,0.78778135,1,0.489800569
0.674097665,0.78778135,0,0.553157124
0.674097665,0.797427653,1,0.451764177
0.675159236,0.797427653,1,0.570310898
0.675159236,0.801714898,0,0.311960083
0.677282378,0.801714898,1,0.56309677
0.677282378,0.803858521,1,0.343487924
0.67940552,0.803858521,1,0.308982679
0.67940552,0.804930332,1,0.479705494
0.681528662,0.804930332,0,0.364264411
0.681528662,0.806002144,1,0.450789861
0.684713376,0.806002144,0,0.651076504
0.684713376,0.808145766,1,0.471653976
0.691082803,0.808145766,1,0.748271534
0.691082803,0.810289389,0,0.441533287
0.692144374,0.810289389,0,0.536860154
0.692144374,0.8113612,1,0.669142303
0.696390658,0.8113612,1,0.481551462
0.696390658,0.812433012,1,0.602791994
0.701698514,0.812433012,0,0.446754497
0.701698514,0.813504823,0,0.35503827
0.703821656,0.813504823,0,0.471562074
0.703821656,0.814576635,1,0.5340875
0.705944798,0.814576635,1,0.349775728
0.705944798,0.815648446,0,0.484500611
0.707006369,0.815648446,1,0.632537871
0.707006369,0.816720257,1,0.477342233
0.711252654,0.816720257,1,0.214315216
0.711252654,0.817792069,0,0.54382939
0.713375796,0.817792069,1,0.582245313
0.713375796,0.81886388,1,0.724753035
0.714437367,0.81886388,1,0.513580593
0.714437367,0.819935691,0,0.344819311
0.715498938,0.819935691,1,0.332672348
0.715498938,0.822079314,0,0.399886079
0.718683652,0.822079314,0,0.409156485
0.718683652,0.823151125,1,0.405819699
0.720806794,0.823151125,0,0.435583022
0.720806794,0.824222937,1,0.517686822
0.721868365,0.824222937,0,0.593238833
0.721868365,0.825294748,1,0.545901507
0.722929936,0.825294748,0,0.259470247
0.722929936,0.827438371,1,0.470704182
0.725053079,0.827438371,1,0.334355008
0.725053079,0.830653805,1,0.599179251
0.72611465,0.830653805,1,0.41045316
