False Positive Rate,True Positive Rate,y_test,y_prob
0.191082803,0.457663451,1,0.32039772
0.192144374,0.457663451,0,0.599669258
0.192144374,0.459807074,1,0.727430089
0.196390658,0.459807074,1,0.760762942
0.196390658,0.460878885,1,0.557291404
0.197452229,0.460878885,1,0.473263747
0.197452229,0.464094319,1,0.533895882
0.1985138,0.464094319,1,0.541799928
0.1985138,0.467309753,0,0.375433261
0.203821656,0.467309753,1,0.578612025
0.203821656,0.468381565,0,0.252715843
0.204883227,0.468381565,1,0.824981011
0.204883227,0.469453376,0,0.244530117
0.207006369,0.469453376,0,0.240221264
0.207006369,0.470525188,0,0.609194623
0.210191083,0.470525188,1,0.617821383
0.210191083,0.471596999,0,0.624885322
0.211252654,0.471596999,0,0.581483049
0.211252654,0.475884244,1,0.537030021
0.217622081,0.475884244,1,0.401622601
0.217622081,0.479099678,0,0.410452499
0.218683652,0.479099678,1,0.777114804
0.218683652,0.483386924,0,0.349418162
0.220806794,0.483386924,0,0.165633225
0.220806794,0.489817792,1,0.629289056
0.221868365,0.489817792,1,0.839453467
0.221868365,0.491961415,1,0.506144942
0.223991507,0.491961415,1,0.812036891
0.223991507,0.493033226,1,0.716514708
0.225053079,0.493033226,0,0.77438264
0.225053079,0.494105038,0,0.469471197
0.22611465,0.494105038,0,0.552824082
0.22611465,0.498392283,0,0.223145813
0.228237792,0.498392283,0,0.604828459
0.228237792,0.499464094,0,0.454140414
0.229299363,0.499464094,1,0.427824586
0.229299363,0.501607717,1,0.51711974
0.231422505,0.501607717,0,0.222253974
0.231422505,0.504823151,1,0.588589469
0.236730361,0.504823151,0,0.429124485
0.236730361,0.511254019,0,0.265524745
0.238853503,0.511254019,1,0.722656573
0.238853503,0.513397642,1,0.530371909
0.239915074,0.513397642,1,0.521065423
0.239915074,0.514469453,0,0.500134888
0.240976645,0.514469453,0,0.522202311
0.240976645,0.517684887,0,0.282139721
0.244161359,0.517684887,1,0.392448572
0.244161359,0.518756699,1,0.551430125
0.248407643,0.518756699,1,0.873704504
0.248407643,0.51982851,0,0.315179308
0.249469214,0.51982851,0,0.262162971
0.249469214,0.520900322,1,0.534963646
0.253715499,0.520900322,0,0.453207432
0.253715499,0.524115756,0,0.276340987
0.25477707,0.524115756,1,0.743913956
0.25477707,0.528403001,1,0.344884221
0.255838641,0.528403001,1,0.760617056
0.255838641,0.529474812,0,0.422324584
0.256900212,0.529474812,1,0.80273824
0.256900212,0.531618435,0,0.431105257
0.257961783,0.531618435,1,0.796549769
0.257961783,0.534833869,0,0.613110687
0.259023355,0.534833869,1,0.703374331
0.259023355,0.540192926,0,0.208619458
0.260084926,0.540192926,1,0.733274446
0.260084926,0.541264737,0,0.614056231
0.261146497,0.541264737,0,0.664814086
0.261146497,0.54340836,1,0.277737645
0.262208068,0.54340836,1,0.548602781
0.262208068,0.544480171,1,0.693963538
0.263269639,0.544480171,1,0.688281937
0.263269639,0.545551983,0,0.394905323
0.26433121,0.545551983,1,0.827805915
0.26433121,0.548767417,0,0.714585225
0.266454352,0.548767417,0,0.528701339
0.266454352,0.55091104,1,0.57673863
0.268577495,0.55091104,0,0.736758881
0.268577495,0.554126474,1,0.838865264
0.269639066,0.554126474,1,0.687654701
0.269639066,0.556270096,0,0.466400581
0.270700637,0.556270096,1,0.600796205
0.270700637,0.562700965,1,0.637613458
0.272823779,0.562700965,1,0.59100436
0.272823779,0.564844587,0,0.326494875
0.278131635,0.564844587,0,0.618844021
0.278131635,0.56698821,1,0.841466977
0.280254777,0.56698821,0,0.19604128
0.280254777,0.569131833,1,0.776872995
0.282377919,0.569131833,1,0.451473262
0.282377919,0.570203644,1,0.534251725
0.28343949,0.570203644,1,0.511485428
0.28343949,0.572347267,1,0.45672856
0.284501062,0.572347267,1,0.371295966
0.284501062,0.575562701,0,0.36839827
0.285562633,0.575562701,0,0.263712588
0.285562633,0.577706324,0,0.632831007
0.286624204,0.577706324,1,0.736406827
0.286624204,0.580921758,1,0.572339521
0.289808917,0.580921758,1,0.684364362
0.289808917,0.584137192,0,0.365113833
0.291932059,0.584137192,1,0.639416423
0.291932059,0.585209003,0,0.416051626
0.292993631,0.585209003,1,0.705680795
0.292993631,0.591639871,1,0.410451003
0.294055202,0.591639871,0,0.230533014
0.294055202,0.592711683,1,0.382440934
0.295116773,0.592711683,0,0.409306896
0.295116773,0.593783494,0,0.247150029
0.296178344,0.593783494,0,0.19814389
0.296178344,0.595927117,0,0.638447792
0.297239915,0.595927117,1,0.516970657
0.297239915,0.599142551,0,0.445616209
0.298301486,0.599142551,0,0.218148038
0.298301486,0.600214362,1,0.405523833
0.299363057,0.600214362,0,0.170130218
0.299363057,0.602357985,0,0.427575148
0.300424628,0.602357985,1,0.644784797
0.300424628,0.605573419,1,0.771821537
0.3014862,0.605573419,1,0.365682706
0.3014862,0.60664523,1,0.72414749
0.302547771,0.60664523,1,0.482815888
0.302547771,0.608788853,0,0.727323275
0.307855626,0.608788853,0,0.358982597
0.307855626,0.609860665,0,0.351911971
0.308917197,0.609860665,0,0.555432844
0.308917197,0.613076099,0,0.297467928
0.31104034,0.613076099,0,0.290815263
0.31104034,0.615219721,0,0.455161877
0.312101911,0.615219721,0,0.550384794
0.312101911,0.616291533,0,0.384951306
0.314225053,0.616291533,1,0.444504774
0.314225053,0.617363344,1,0.35124758
0.315286624,0.617363344,1,0.637082469
0.315286624,0.618435155,1,0.409876369
0.316348195,0.618435155,1,0.639753569
0.316348195,0.620578778,1,0.840798014
0.317409766,0.620578778,1,0.430733516
0.317409766,0.625937835,1,0.397231295
0.318471338,0.625937835,0,0.422985061
0.318471338,0.627009646,0,0.389873681
0.319532909,0.627009646,0,0.27125917
0.319532909,0.628081458,0,0.379109135
0.324840764,0.628081458,1,0.525161609
0.324840764,0.631296892,1,0.676993381
0.325902335,0.631296892,0,0.372738053
0.325902335,0.632368703,0,0.645609789
0.326963907,0.632368703,1,0.332955916
0.326963907,0.633440514,0,0.222188282
0.328025478,0.633440514,0,0.259646763
0.328025478,0.636655949,1,0.606477835
0.33014862,0.636655949,1,0.569023389
0.33014862,0.638799571,1,0.340890528
0.333333333,0.638799571,0,0.502859329
0.333333333,0.642015005,0,0.765309871
0.336518047,0.642015005,1,0.474797651
0.336518047,0.644158628,1,0.496074427
0.338641189,0.644158628,1,0.40518793
0.338641189,0.650589496,1,0.685851529
0.33970276,0.650589496,0,0.527926752
0.33970276,0.65380493,0,0.483373077
0.340764331,0.65380493,1,0.246638347
0.340764331,0.654876742,1,0.415062222
0.341825902,0.654876742,0,0.382342048
0.341825902,0.655948553,1,0.743150155
0.342887473,0.655948553,0,0.512789039
0.342887473,0.659163987,0,0.318964767
0.345010616,0.659163987,0,0.613568143
0.345010616,0.660235798,1,0.44745479
0.347133758,0.660235798,1,0.610379181
0.347133758,0.663451233,0,0.515819774
0.3492569,0.663451233,0,0.662973467
0.3492569,0.664523044,0,0.682545808
0.353503185,0.664523044,0,0.387704755
0.353503185,0.665594855,1,0.812188431
0.354564756,0.665594855,0,0.432894079
0.354564756,0.668810289,0,0.362785642
0.355626327,0.668810289,0,0.398858027
0.355626327,0.669882101,1,0.585925683
0.356687898,0.669882101,1,0.70512954
0.356687898,0.672025723,0,0.599723184
0.360934183,0.672025723,0,0.71603018
0.360934183,0.674169346,1,0.53506812
0.363057325,0.674169346,1,0.404699253
0.363057325,0.675241158,0,0.38015594
0.364118896,0.675241158,0,0.385214848
0.364118896,0.676312969,1,0.428892516
0.365180467,0.676312969,1,0.446856885
0.365180467,0.67738478,1,0.139013153
0.367303609,0.67738478,0,0.440757308
0.367303609,0.678456592,1,0.754085654
0.36836518,0.678456592,1,0.499415793
0.36836518,0.679528403,1,0.71726431
0.373673036,0.679528403,1,0.494470322
0.373673036,0.680600214,1,0.554462455
0.374734607,0.680600214,1,0.875820737
0.374734607,0.682743837,1,0.710841747
0.375796178,0.682743837,0,0.573846796
0.375796178,0.68488746,0,0.362762574
0.377919321,0.68488746,0,0.52149207
0.377919321,0.685959271,0,0.45260681
0.378980892,0.685959271,1,0.679010586
0.378980892,0.688102894,1,0.628151801
0.380042463,0.688102894,1,0.696148429
0.380042463,0.691318328,1,0.556149095
0.382165605,0.691318328,0,0.57199981
0.382165605,0.693461951,0,0.768428826
0.383227176,0.693461951,1,0.723849081
0.383227176,0.695605573,1,0.4925954
0.385350318,0.695605573,0,0.461923982
0.385350318,0.696677385,0,0.526070811
0.38641189,0.696677385,1,0.615394578
0.38641189,0.698821008,0,0.288504253
0.389596603,0.698821008,1,0.724200158
0.389596603,0.699892819,1,0.695808114
0.390658174,0.699892819,1,0.817305454
0.390658174,0.704180064,1,0.461163076
0.391719745,0.704180064,1,0.735080817
0.391719745,0.707395498,0,0.293211381
0.393842887,0.707395498,0,0.505545007
0.393842887,0.711682744,1,0.571276184
0.39596603,0.711682744,0,0.347295735
0.39596603,0.713826367,0,0.288852893
0.397027601,0.713826367,0,0.367591014
0.397027601,0.714898178,1,0.640838607
0.400212314,0.714898178,1,0.349948905
0.400212314,0.715969989,1,0.636958736
0.401273885,0.715969989,1,0.403435675
0.401273885,0.718113612,1,0.763631298
0.402335456,0.718113612,0,0.27238688
0.402335456,0.722400857,1,0.504498921
0.404458599,0.722400857,1,0.531954071
0.404458599,0.723472669,0,0.531902598
0.406581741,0.723472669,1,0.517459214
0.406581741,0.72454448,1,0.667657168
0.407643312,0.72454448,0,0.542290531
0.407643312,0.727759914,0,0.353014519
0.408704883,0.727759914,0,0.594324182
0.408704883,0.730975348,1,0.592854637
0.409766454,0.730975348,0,0.383485176
0.409766454,0.734190782,1,0.531557505
0.410828025,0.734190782,1,0.47489845
0.410828025,0.736334405,0,0.419256987
0.417197452,0.736334405,0,0.196884417
0.417197452,0.737406217,0,0.641533776
0.419320594,0.737406217,0,0.191188312
0.419320594,0.739549839,1,0.580279181
0.420382166,0.739549839,1,0.621360242
0.420382166,0.740621651,0,0.79958415
0.422505308,0.740621651,1,0.69173724
0.422505308,0.742765273,1,0.579392511
0.42462845,0.742765273,0,0.676176547
0.42462845,0.745980707,1,0.700167308
0.427813163,0.745980707,1,0.700537931
0.427813163,0.747052519,0,0.595403102
0.432059448,0.747052519,1,0.319309025
0.432059448,0.74812433,0,0.720149774
0.433121019,0.74812433,0,0.75043874
0.433121019,0.749196141,0,0.703577185
0.436305732,0.749196141,0,0.620970095
0.436305732,0.750267953,0,0.291959783
0.440552017,0.750267953,1,0.409293725
0.440552017,0.751339764,1,0.444466368
0.445859873,0.751339764,1,0.648925236
0.445859873,0.752411576,1,0.702553149
0.446921444,0.752411576,0,0.610667729
0.446921444,0.754555198,0,0.751643761
0.447983015,0.754555198,0,0.159274839
0.447983015,0.758842444,1,0.622191026
0.450106157,0.758842444,0,0.160964684
0.450106157,0.759914255,0,0.422280581
0.451167728,0.759914255,0,0.492991063
0.451167728,0.763129689,1,0.72086703
0.452229299,0.763129689,0,0.63390507
0.452229299,0.764201501,0,0.290884336
0.45329087,0.764201501,1,0.691253283
0.45329087,0.765273312,1,0.56826524
0.455414013,0.765273312,1,0.77490911
0.455414013,0.766345123,0,0.587070217
0.459660297,0.766345123,0,0.385968916
0.459660297,0.769560557,1,0.660044014
0.460721868,0.769560557,0,0.500972667
0.460721868,0.770632369,0,0.445181076
0.461783439,0.770632369,0,0.329572573
0.461783439,0.774919614,0,0.500166941
0.462845011,0.774919614,0,0.675994551
0.462845011,0.777063237,1,0.41034262
0.463906582,0.777063237,0,0.383216771
0.463906582,0.778135048,0,0.597230342
0.468152866,0.778135048,0,0.715756814
0.468152866,0.781350482,0,0.351988579
0.484076433,0.781350482,0,0.432766311
0.484076433,0.782422294,1,0.672740226
0.489384289,0.782422294,1,0.752301805
0.489384289,0.785637728,0,0.499665414
0.496815287,0.785637728,0,0.474024567
0.496815287,0.786709539,0,0.310293321
0.498938429,0.786709539,1,0.681269563
0.498938429,0.78778135,0,0.277441624
0.502123142,0.78778135,1,0.541284505
0.502123142,0.788853162,1,0.53644945
0.507430998,0.788853162,1,0.690066545
0.507430998,0.789924973,0,0.439086279
0.511677282,0.789924973,1,0.519999113
0.511677282,0.790996785,0,0.308958455
0.512738854,0.790996785,1,0.509015683
0.512738854,0.793140407,1,0.547052827
0.513800425,0.793140407,1,0.785464223
0.513800425,0.794212219,0,0.411351388
0.514861996,0.794212219,1,0.747643958
0.514861996,0.797427653,0,0.305765563
0.521231423,0.797427653,0,0.535509813
0.521231423,0.798499464,1,0.766530818
0.524416136,0.798499464,0,0.363638943
0.524416136,0.799571275,1,0.238252799
0.527600849,0.799571275,1,0.741207177
0.527600849,0.801714898,0,0.218378794
0.530785563,0.801714898,0,0.50418691
0.530785563,0.80278671,1,0.662526027
0.535031847,0.80278671,0,0.744526665
0.535031847,0.803858521,0,0.661611225
0.536093418,0.803858521,0,0.578180443
0.536093418,0.804930332,1,0.378435273
0.537154989,0.804930332,1,0.74040409
0.537154989,0.807073955,0,0.259956792
0.538216561,0.807073955,1,0.425890202
0.538216561,0.8113612,0,0.277794341
0.539278132,0.8113612,0,0.180161614
0.539278132,0.812433012,1,0.817286018
0.540339703,0.812433012,0,0.416800027
0.540339703,0.813504823,0,0.47732207
0.545647558,0.813504823,1,0.483501553
0.545647558,0.816720257,1,0.690511479
0.54670913,0.816720257,1,0.282120042
0.54670913,0.817792069,0,0.282216131
0.547770701,0.817792069,0,0.460308648
0.547770701,0.81886388,0,0.380719634
0.548832272,0.81886388,1,0.789301844
0.548832272,0.819935691,1,0.695519399
0.550955414,0.819935691,1,0.598025026
0.550955414,0.822079314,1,0.684705902
0.552016985,0.822079314,1,0.569992921
0.552016985,0.823151125,1,0.517705637
0.553078556,0.823151125,0,0.439919927
0.553078556,0.824222937,0,0.138138278
0.555201699,0.824222937,0,0.655006356
0.555201699,0.825294748,1,0.582081014
0.560509554,0.825294748,1,0.457688063
0.560509554,0.827438371,0,0.230038641
0.56581741,0.827438371,0,0.427663049
0.56581741,0.829581994,1,0.550439631
0.572186837,0.829581994,1,0.45111808
0.572186837,0.830653805,1,0.377162073
0.574309979,0.830653805,1,0.557735968
0.574309979,0.833869239,1,0.822478876
0.57537155,0.833869239,0,0.207473462
0.57537155,0.83494105,0,0.373299461
0.578556263,0.83494105,1,0.369283217
0.578556263,0.836012862,1,0.798325045
0.580679406,0.836012862,0,0.687201566
0.580679406,0.837084673,1,0.220121404
0.581740977,0.837084673,1,0.265995509
0.581740977,0.838156484,0,0.51649703
0.585987261,0.838156484,0,0.321836088
0.585987261,0.841371919,1,0.506043712
0.590233546,0.841371919,0,0.431178986
0.590233546,0.84244373,1,0.341618579
0.591295117,0.84244373,1,0.702245285
0.591295117,0.843515541,1,0.589545966
0.593418259,0.843515541,0,0.446059376
0.593418259,0.845659164,0,0.761061756
0.595541401,0.845659164,0,0.309237125
0.595541401,0.847802787,1,0.701923312
0.599787686,0.847802787,1,0.593820827
0.599787686,0.849946409,0,0.611483317
0.600849257,0.849946409,0,0.724927076
0.600849257,0.851018221,0,0.567230816
0.608280255,0.851018221,1,0.295179269
0.608280255,0.852090032,0,0.340669783
0.610403397,0.852090032,1,0.409457959
0.610403397,0.853161844,1,0.640357708
0.616772824,0.853161844,0,0.649935981
0.616772824,0.855305466,0,0.278611799
0.618895966,0.855305466,0,0.535698469
0.618895966,0.857449089,1,0.762730782
0.619957537,0.857449089,0,0.700545283
0.619957537,0.8585209,1,0.696513822
0.621019108,0.8585209,0,0.595657162
0.621019108,0.859592712,1,0.559603373
0.623142251,0.859592712,1,0.534485849
0.623142251,0.860664523,0,0.451989323
0.627388535,0.860664523,1,0.573144633
0.627388535,0.861736334,1,0.67140289
0.628450106,0.861736334,1,0.313540302
0.628450106,0.863879957,1,0.637928879
0.63163482,0.863879957,0,0.732304308
0.63163482,0.864951768,1,0.640089742
0.633757962,0.864951768,0,0.155038109
0.633757962,0.86602358,1,0.393671333
0.638004246,0.86602358,1,0.817805612
0.638004246,0.867095391,0,0.206482388
0.64118896,0.867095391,0,0.236605487
0.64118896,0.868167203,1,0.410485299
0.643312102,0.868167203,1,0.715681866
0.643312102,0.870310825,1,0.646524978
0.646496815,0.870310825,0,0.738972665
0.646496815,0.871382637,0,0.422674136
0.648619958,0.871382637,0,0.25767885
0.648619958,0.873526259,1,0.70065351
0.652866242,0.873526259,1,0.754773179
0.652866242,0.874598071,0,0.555525891
0.659235669,0.874598071,1,0.654688638
0.659235669,0.876741693,1,0.471534031
0.661358811,0.876741693,1,0.527841659
0.661358811,0.877813505,0,0.750852318
0.662420382,0.877813505,1,0.660970903
0.662420382,0.878885316,1,0.294010582
0.664543524,0.878885316,1,0.613538889
0.664543524,0.879957128,0,0.202180674
0.666666667,0.879957128,1,0.643782378
0.666666667,0.881028939,0,0.347972124
0.667728238,0.881028939,0,0.243821618
0.667728238,0.883172562,1,0.55867124
0.671974522,0.883172562,0,0.352767493
0.671974522,0.884244373,1,0.586104069
0.673036093,0.884244373,0,0.421427526
0.673036093,0.886387996,1,0.604405838
0.674097665,0.886387996,0,0.525557125
0.674097665,0.88960343,1,0.37407291
0.678343949,0.88960343,1,0.630133975
0.678343949,0.890675241,1,0.603365453
0.682590234,0.890675241,1,0.765743819
